dataset,method,encoders,imbalance_ratio,imbalance_seed,stress_test,ACC_mean,ACC_std,NMI_mean,NMI_std,ARI_mean,ARI_std,MacroF1_mean,MacroF1_std,BalancedACC_mean,BalancedACC_std,RareRecall_mean,RareRecall_std,WorstRecall_mean,WorstRecall_std,HeadRecall_mean,HeadRecall_std,MediumRecall_mean,MediumRecall_std,TailRecall_mean,TailRecall_std,ActiveClusters_mean,ActiveClusters_std,CollapseFlag_mean,CollapseFlag_std
bloodmnist,P2OT-FS (adapted),dinov2_vitb14+biomedclip,,,clean,0.670271850336159,0.009491822855353335,0.6021779790569843,0.01600836838825416,0.5263971631672647,0.01438128571741533,0.6447276953531516,0.01350283772771664,0.6597360525025229,0.023533124168943775,0.8,0.016170273830772422,0.11703049350208103,0.041189676494887355,0.6135911170237595,0.04031543318805137,0.8052678645130227,0.01734300045497569,0.5106557377049181,0.1254667409411005,8.0,0.0,0.0,0.0
bloodmnist,SP2OT-FS (adapted),dinov2_vitb14+biomedclip,,,clean,0.6305173925752705,0.05206670100713963,0.561240592957922,0.037906287750193,0.4951109521841799,0.045546662304825354,0.5860536829429683,0.06974745917234892,0.5990006277754125,0.06389759356733757,0.4872427983539095,0.383627394063997,0.09515681658197792,0.11071535290248209,0.6109194287950764,0.04963202251614526,0.7220887441820428,0.10318184663270243,0.3964902516359712,0.17635898133976838,8.0,0.0,0.0,0.0
bloodmnist,PROTOCOL-FS (adapted),dinov2_vitb14+biomedclip,,,clean,0.7492546039169834,0.011676984753258937,0.6960350557382681,0.007219126442438154,0.6671392519165191,0.012116577117607979,0.7075921725158404,0.010299106608814512,0.7127072008380136,0.011774827354816832,0.8732510288065842,0.03234054766154486,0.08934426229508197,0.00912748256201643,0.7469508667695195,0.014162828494137861,0.832736571764628,0.01742094641198512,0.48129764555083315,0.017451882136333335,8.0,0.0,0.0,0.0
bloodmnist,BCPT component: credal marginal only,dinov2_vitb14+biomedclip,,,clean,0.4668810289389067,0.10489803650752867,0.47776700211067913,0.09417390129486795,0.25049826599506586,0.13630989950331293,0.3338811363736493,0.10766115498592606,0.3932262466536168,0.09917302732866608,0.3382716049382716,0.41527017922038817,0.0,0.0,0.47958277129261584,0.18136906262083685,0.45626335147093827,0.0643906977736392,0.1691358024691358,0.20763508961019408,4.2,1.469693845669907,1.0,0.0
bloodmnist,BCPT component: explicit rejection only,dinov2_vitb14+biomedclip,,,clean,0.527331189710611,0.09376307052138146,0.5267031089339792,0.060169724283660686,0.29130734987718526,0.08109534330762724,0.4868487142134354,0.12305311811468403,0.5201746652442012,0.1217150151230419,0.6724279835390946,0.33632856392394267,0.028324697754749568,0.04158871694174069,0.4776617440477544,0.07062504071888036,0.5672952485385048,0.1181157971231121,0.5132631720974162,0.3387771087593194,7.0,1.2649110640673518,0.4,0.48989794855663565
bloodmnist,BCPT component: reliability weighting only,dinov2_vitb14+biomedclip,,,clean,0.4074831920491085,0.014870619517073247,0.3997412277226583,0.013697504959419788,0.15039518713483746,0.010269398767579496,0.34259620172008887,0.023508031803921556,0.3564454783099622,0.014183184141960705,0.0831275720164609,0.10489872570439387,0.000823045267489712,0.0016460905349794243,0.3971498950125893,0.05180853726822954,0.5218370531964679,0.03336602201935783,0.04730149092626324,0.048427463779868354,7.0,0.6324555320336759,0.8,0.4
bloodmnist,BCPT component: anchor retention only,dinov2_vitb14+biomedclip,,,clean,0.7707687810581701,0.007918153968237102,0.7115100574644233,0.008665950292801481,0.6621997026822238,0.01232519860557028,0.6990545034240824,0.007076529916542823,0.7009463740420429,0.007365116568374841,0.9382716049382716,0.009738402935143404,0.0319672131147541,0.003066932284240935,0.8512830586664784,0.012128488564358017,0.6944943327612938,0.00665800087096334,0.48511940902651285,0.004937010549892204,8.0,0.0,0.0,0.0
bloodmnist,BCPT component: selection gate only,dinov2_vitb14+biomedclip,,,clean,0.2645425314235603,0.1397252265419468,0.12167779002718446,0.24335558005436891,0.08851199243513741,0.17702398487027482,0.11619069336194672,0.15090353010534682,0.19703873830685378,0.14407747661370762,0.003292181069958848,0.006584362139917696,0.0,0.0,0.3723661485319516,0.07806563039723662,0.15197309326300557,0.30394618652601113,0.001646090534979424,0.003292181069958848,2.0,2.0,1.0,0.0
bloodmnist,BCPT component: fallback only,dinov2_vitb14+biomedclip,,,clean,0.712364805612394,0.08418591055247004,0.6395985877178152,0.015604818790946462,0.6062945743914879,0.08186730610790045,0.6401654969064593,0.11108387166690945,0.6606722696001095,0.08773928903292025,0.7275720164609053,0.35555555555555557,0.06557377049180327,0.03278688524590164,0.7423771918590572,0.10693989126631616,0.7550335980903322,0.0024159341123478396,0.39657289347635427,0.1941712204007286,7.6,0.7999999999999999,0.2,0.4
bloodmnist,BCPT component: anchor blend only,dinov2_vitb14+biomedclip,,,clean,0.38544285296696873,0.08411942387402756,0.39829227377170556,0.11055883742743158,0.17421593731265542,0.13680416917870247,0.25628872018235355,0.08804763451829957,0.31740259037436835,0.09092019423115688,0.00823045267489712,0.010410790650760096,0.0,0.0,0.3730870767140197,0.07950748676137273,0.47057634672599685,0.16646634844730404,0.00411522633744856,0.005205395325380048,3.8,1.16619037896906,1.0,0.0
bloodmnist,BCPT-Med (proposed safeguarded partial OT),dinov2_vitb14+biomedclip,,,clean,0.7943291435252849,0.0037232816902872125,0.7345141473208565,0.0036144543386759796,0.6902471398089999,0.005523332597839636,0.7144058230208348,0.0036172714205425535,0.7233727945006236,0.003570690379019028,0.9530864197530864,0.005582164595164804,0.012295081967213115,0.0,0.8826696864261632,0.009014600195869627,0.7245305983354002,0.011025982659698936,0.48269075086014973,0.002791082297582402,8.0,0.0,0.0,0.0
